id_tabe,shop_name_tabe,tabelog_url_tabe,rating_value_tabe,rating_cnt_tabe,post_code_tabe,addr_region_tabe,addr_local_tabe,street_addr_tabe,latitude_tabe,longitude_tabe,tel_tabe,eigyo_info_tabe,nearest_station_tabe,homepage_tabe,official_account_tabe
364,優勝軒 日立店,https://tabelog.com/ibaraki/A0805/A080501/8022382/,3.02,9,3191221,茨城県,日立市,大みか町4-23-24,36.50769410394539,140.62935375526587,0294-33-8383,1月1日、第1月曜日、第2月曜日,大甕駅,https://yushoken.com/shoppost/shoppost-1352/,
366,麺でる 南大沢店,https://tabelog.com/tokyo/A1329/A132904/13155584/,3.27,28,1920364,東京都,八王子市,南大沢2-213-9 パークハウス南大沢 1F,35.60840218004467,139.38566844824211,042-689-5299,火曜日,南大沢駅,,
367,らーめん もりかわ,https://tabelog.com/hiroshima/A3401/A340123/34007323/,3.50,73,7320802,広島県,広島市南区,大州4-11-30,34.38693165830528,132.4963643429666,082-287-6668,木曜日,天神川駅,http://www14.ocn.ne.jp/~morikawa/,https://twitter.com/https://twitter.com/ramenmorikawa1?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor
368,どてちんⅢ,https://tabelog.com/chiba/A1204/A120402/12023083/,3.54,137,2850855,千葉県,佐倉市,井野1491-1,35.71645636680301,140.1279990449734,043-497-6868,火曜,東葉勝田台駅,,
369,まぜそば (麺)マゼロー 小岩店,https://tabelog.com/tokyo/A1312/A131204/13235330/,3.11,12,1330056,東京都,江戸川区,南小岩8-14-7 第2杉浦ビルディング,35.733958833877445,139.88343021721022,不明の為情報お待ちしております,不定休(Twitter参照）,小岩駅,,https://twitter.com/mazero_koiwa
370,ラーメン☆ビリー PLUS,https://tabelog.com/miyagi/A0401/A040101/4020626/,3.39,50,9800021,宮城県,仙台市青葉区,中央2-6-34,38.26211135344931,140.878248974641,022-393-7794,不定休（年末年始等）,あおば通駅,http://www.jyonetsu.co.jp/billy/index.html,
371,麺屋さくら,https://tabelog.com/aichi/A2304/A230402/23036504/,3.72,195,4750903,愛知県,半田市,出口町1-45-16,34.90230554547535,136.92436064735512,不明の為情報お待ちしております,火曜・水曜,住吉町駅,,https://twitter.com/kirari20100412
372,豚の穴,https://tabelog.com/chiba/A1207/A120702/12044478/,3.27,15,2994612,千葉県,いすみ市,岬町江場土2217-2,35.301023855949175,140.3982687819253,0470-75-9054,なし,長者町駅,,
373,活龍 牛久店,https://tabelog.com/ibaraki/A0803/A080302/8013900/,3.43,45,3001216,茨城県,牛久市,神谷1-41-4,35.974271313766955,140.15147130819705,029-870-2212,月曜日,牛久駅,,https://twitter.com/55_ushiku
374,麺や豚髭,https://tabelog.com/saitama/A1102/A110202/11030939/,3.34,28,3330842,埼玉県,川口市,前川1-13-17,35.83278524316159,139.71052558232975,048-262-5877,日・祝,蕨駅,,https://twitter.com/butahige001?s=21
375,ラッキー食堂まとや 千曲店,https://tabelog.com/nagano/A2001/A200103/20017496/,3.25,30,3870014,長野県,千曲市,打沢27-8,36.52350090582576,138.12584205499112,026-273-5266,月曜日定休日,屋代駅,http://matoyachikuma.naganoblog.jp/,
376,自家製ラーメン麺屋 ラッキー,https://tabelog.com/gunma/A1001/A100101/10021428/,3.34,25,3792132,群馬県,前橋市,東善町76,36.34474696794232,139.12760070030745,027-888-6623,木曜日,駒形駅,,https://twitter.com/@menyalucky2325
377,麺場 七人の侍,https://tabelog.com/tokyo/A1305/A130501/13003893/,3.54,101,1700013,東京都,豊島区,東池袋2-57-2,35.73324018650002,139.71792621761037,03-3980-6603,日曜日,池袋駅,,
378,ラーメン長嶋,https://tabelog.com/gunma/A1002/A100203/10016816/,3.36,32,3730817,群馬県,太田市,飯塚町1432,36.280841781158614,139.37759704711465,0276-56-9955,火曜日,太田駅,,
380,野郎ラーメン 錦糸町店,https://tabelog.com/tokyo/A1312/A131201/13167833/,3.07,71,1300022,東京都,墨田区,江東橋3-8-12 KINSIA ANNEX 1F,35.6949856926828,139.81480632192367,03-3634-1186,無休,錦糸町駅,http://www.yaroramen.com/,https://twitter.com/yaroojisan
381,ライトニングファイヤー,https://tabelog.com/aichi/A2303/A230301/23054694/,3.57,115,4860929,愛知県,春日井市,旭町1-45,35.2314683677478,136.95468797341726,0568-34-2600,無し,勝川駅（ＪＲ）,http://lightningfiresoba.wix.com/kachigawa,https://twitter.com/kj66p
382,どん,https://tabelog.com/hyogo/A2803/A280301/28006715/,3.56,152,6620855,兵庫県,西宮市,江上町7-3 カドヤビル1Ｆ,34.739306637904455,135.33958087797288,0798-26-9024,水曜日,西宮駅（阪神）,http://www.ramen-don.com/index.htm,
383,豚仙人 吉野町本店,https://tabelog.com/kanagawa/A1401/A140306/14080552/,3.27,25,2320041,神奈川県,横浜市南区,睦町1-6-4,35.43189070596964,139.61985379275026,不明の為情報お待ちしております,月曜,吉野町駅,,https://www.facebook.com/butasennin-103907001422300/
384,名古屋辛ジロー 天風,https://tabelog.com/aichi/A2301/A230110/23044664/,3.41,44,4640086,愛知県,名古屋市千種区,萱場2-2-1,35.182151253741495,136.9451402036751,052-721-3955,月曜日,ナゴヤドーム前矢田駅,http://nagoya-tenpu.com/,
385,金イモ家,https://tabelog.com/tokyo/A1304/A130404/13136071/,3.33,14,1690073,東京都,新宿区,百人町1-7-3 富士電工ビル1F,35.699886786264045,139.70069001805965,03-6233-7830,平日第１、第３月曜日　（当該日が休日の時は営業、翌火曜日が振替で休み）,新大久保駅,http://www.kinimoya.com/,
386,極太麺 まな屋,https://tabelog.com/aichi/A2302/A230201/23037646/,3.56,97,4810041,愛知県,北名古屋市,九之坪梅田53-1,35.23205428872416,136.8678771005189,0568-25-0443,水曜日、第一日曜日,上小田井駅,http://www.manatable.com,https://www.facebook.com/manaya44
388,麺屋 810,https://tabelog.com/gunma/A1002/A100203/10021618/,3.06,8,3700514,群馬県,邑楽郡大泉町,朝日3-3-26,36.253529381552696,139.42283315888403,不明の為情報お待ちしております,無休,東小泉駅,,https://twitter.com/menya810
390,立川マシマシ 栄住吉店,https://tabelog.com/aichi/A2301/A230103/23066054/,3.39,64,4600008,愛知県,名古屋市中区,栄3-10-18,35.16675856045663,136.90342882095325,052-251-4180,不定休,栄駅（名古屋）,http://hikari-food-service.jp/about/,https://twitter.com/https://twitter.com/tachikawamashi2
391,ポークヌードル内藤,https://tabelog.com/tokyo/A1318/A131807/13126600/,3.32,24,1510071,東京都,渋谷区,本町2-4-3,35.68336159919153,139.6842049257724,03-3375-8117,土曜日、日曜日,初台駅,,
392,野郎ラーメン 秋葉原店,https://tabelog.com/tokyo/A1310/A131001/13145362/,3.14,175,1010021,東京都,千代田区,外神田3-2-11,35.700381560092396,139.7702850487526,03-5296-8690,年中無休,末広町駅,http://www.yaroramen.com,https://twitter.com/yaroojisan
393,東池袋 大勝軒 弁天店,https://tabelog.com/saitama/A1102/A110203/11004802/,3.41,34,3400004,埼玉県,草加市,弁天2-22-9 滝沢ビル 1F,35.842592416191266,139.81547141504907,048-935-7888,無休,獨協大学前駅,http://taishoken-benten.webnode.jp/,https://www.facebook.com/東池袋大勝軒弁天店髙屋-1702861876595000/
394,ラーメン豚山 五反田店,https://tabelog.com/tokyo/A1316/A131603/13260380/,3.19,23,1410022,東京都,品川区,東五反田1-26-6,35.62582567229646,139.72409676181852,不明の為情報お待ちしております,年中無休,五反田駅,,
395,らーめん バリ男 大森店,https://tabelog.com/tokyo/A1315/A131502/13259297/,3.23,20,1400013,東京都,品川区,南大井6-24-1,35.5893088513821,139.73019710315347,不明の為情報お待ちしております,無休,大森駅,http://www.bario.co.jp/index.html,https://twitter.com/bario_ramen
395,らーめん バリ男 大森店,https://tabelog.com/tokyo/A1315/A131502/13259297/,3.23,20,1400013,東京都,品川区,南大井6-24-1,35.5893088513821,139.73019710315347,不明の為情報お待ちしております,無休,大森駅,http://www.bario.co.jp/index.html,https://twitter.com/bario_ramen
397,らーめん・つけめん虎心,https://tabelog.com/gunma/A1002/A100201/10001004/,3.45,50,3760101,群馬県,みどり市,大間々町大間々371-1,36.41586980441594,139.2802308608745,0277-72-0550,火曜日、月曜夜の部,赤城駅,,
398,ラーメン無限大 船橋店,https://tabelog.com/chiba/A1202/A120201/12000741/,3.47,128,2730005,千葉県,船橋市,本町4-42-2,35.69950765106568,139.9864188057694,047-426-4774,不定休,京成船橋駅,,
399,ぽっぽっ屋 晴海トリトンスクエア店,https://tabelog.com/tokyo/A1313/A131302/13009021/,3.28,95,1040053,東京都,中央区,晴海1-8-16 晴海トリトンスクエア 3F,35.65731193429324,139.78241574652617,03-5144-8259,無休,勝どき駅,,
400,らーめん 松信,https://tabelog.com/chiba/A1204/A120402/12005106/,3.40,39,2850025,千葉県,佐倉市,鏑木町491-1,35.71376895357124,140.22782921115493,非公開,火曜・水曜,佐倉駅,,https://twitter.com/1gsm9gllz2vizeg
401,麺屋　彬,https://tabelog.com/saitama/A1104/A110402/11039160/,3.04,4,3450821,埼玉県,南埼玉郡宮代町,中央3-9-1,36.02417805256564,139.72342653216663,不明の為情報お待ちしております,水曜日,東武動物公園駅,,
402,ジャンクガレッジ 大宮2号店,https://tabelog.com/saitama/A1101/A110101/11048318/,3.04,20,3300802,埼玉県,さいたま市大宮区,宮町2-4 1F,35.908364035723196,139.6271231957706,048-729-6708,平日 11:00～15:00／17:30～22:00（ラストオーダー22:00）<br>土日祝 11:00～22:00（ラストオーダー22:00）</br>,大宮駅,http://www.junk-garage.net/,
403,明神 角ふじ,https://tabelog.com/ibaraki/A0802/A080201/8000083/,3.26,76,3050854,茨城県,つくば市,上横場2192-1,36.038167028231555,140.0844017424681,029-836-7797,毎週火曜定休,みどりの駅,http://psj.xsrv.jp/phototsuku/gurume/kadohuji,
404,札幌熟成味噌らーめん匠神 湯島店,https://tabelog.com/tokyo/A1311/A131101/13227334/,3.14,16,1130034,東京都,文京区,湯島3-16-9,35.70586813870136,139.7695547846311,03-3831-0068,年中無休,湯島駅,,
405,麺BUILD g.B.m,https://tabelog.com/chiba/A1206/A120601/12029922/,3.34,21,2900061,千葉県,市原市,八幡石塚1-19-5 石塚マンション 101,35.53988027592906,140.12928345707698,0436-42-8900,水曜日,八幡宿駅,,https://www.facebook.com/g.B.mBUILD/
406,踊ろうサンダーバード,https://tabelog.com/iwate/A0301/A030101/3005838/,3.39,60,0200115,岩手県,盛岡市,館向町3-6 太陽リーハA棟１－C,39.71712320325778,141.13147873031502,非公開,不定休,青山駅,https://www.long-road.jp,https://twitter.com/@FAMOUS_GROUSE2
407,ぎょうてん屋　GOLD 東名厚木店,https://tabelog.com/kanagawa/A1408/A140802/14003819/,3.47,80,2430021,神奈川県,厚木市,岡田3-17-6,35.42557430317558,139.357741407531,046-226-5678,無休,愛甲石田駅,http://gyouten.net/,
408,ラーメン豚力,https://tabelog.com/tokyo/A1321/A132102/13116959/,3.46,49,1650031,東京都,中野区,上鷺宮5-8-8,35.72739236385961,139.62724632788857,03-5241-1102,無休（12/31～1/3を除く）,下井草駅,,
409,らーめん大 竹ノ塚店,https://tabelog.com/tokyo/A1324/A132404/13131915/,3.11,45,1200000,東京都,足立区,竹ノ塚6-15-14 ニュー竹ノ塚ビル 1F,35.79548374750443,139.79240197416274,03-3850-8773,無休,竹ノ塚駅,http://www.food-ff.com/,
410,神勝軒 下永谷店,https://tabelog.com/kanagawa/A1401/A140307/14043187/,3.43,89,2330016,神奈川県,横浜市港南区,下永谷3-28-13,35.40771621144536,139.56437118027995,045-823-4397,無休,下永谷駅,http://www.kouji-dream.com/,
411,ブタキング 札幌環状店,https://tabelog.com/hokkaido/A0101/A010202/1027955/,3.57,159,0650000,北海道,札幌市東区,伏古1条5丁目6-13,43.07997555840746,141.39184921916282,不明の為情報お待ちしております,水曜・第4火曜・不定休,環状通東駅,,https://twitter.com/1IX0NEsoZOabYnp?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor
412,優勝軒 熊谷総本店,https://tabelog.com/saitama/A1105/A110501/11051459/,3.01,4,3600816,埼玉県,熊谷市,石原2-2-4,36.14957660311023,139.3746436138629,048-527-1515,11:00～16:30(L.O.16:00),石原駅,,
413,麺屋 けんしん,https://tabelog.com/saitama/A1105/A110503/11053054/,3.09,8,3660026,埼玉県,深谷市,稲荷町1-18-16,36.19434007420772,139.29087600976194,不明の為情報お待ちしております,月曜・不定休(SNSにて告知),深谷駅,,https://www.instagram.com/menya_kenshin/
414,ぶた金ラーメン,https://tabelog.com/gifu/A2103/A210301/21013993/,3.42,51,5070054,岐阜県,多治見市,宝町8-1-1,35.34490444881155,137.1085643974889,0572-26-8277,無休でがんばります！,小泉駅,https://binbo.jp/shop/shop09/,https://www.instagram.com/butakinramen
415,松壱家 藤沢本店,https://tabelog.com/kanagawa/A1404/A140404/14000850/,3.34,148,2510052,神奈川県,藤沢市,藤沢991-20,35.34014173823174,139.4828907806918,0466-50-6555,無休（臨時休業有）,藤沢駅,http://www.matsuichiya.com/,
416,豚のさんぽ 大町駅前店,https://tabelog.com/nagano/A2005/A200502/20008581/,3.49,93,3980000,長野県,大町市,仁科町3168-8,36.500374027605254,137.86079485415962,0261-85-0129,店舗までお問合せください,信濃大町駅,,
417,めん屋 匠神,https://tabelog.com/saitama/A1101/A110103/11021679/,3.20,37,3310048,埼玉県,さいたま市西区,清河寺1233-15,35.93164078945465,139.58380961014456,048-620-5810,無休,西大宮駅,,
418,らーめん つけめん 満帆 太田本店,https://tabelog.com/gunma/A1002/A100203/10005044/,3.35,45,3730861,群馬県,太田市,南矢島町545-2,36.25910949299818,139.38386947122908,0276-38-6978,月曜日,西小泉駅,http://isesakimanpan.blog95.fc2.com/blog-entry-364.html#more,
419,麺屋 愛0028,https://tabelog.com/hiroshima/A3401/A340107/34017424/,3.49,70,7310103,広島県,広島市安佐南区,緑井2-12-2,34.467118753067425,132.47120385169418,082-205-8158,火曜日,緑井駅,,https://twitter.com/@Love48661427
420,ラーメン富次郎,https://tabelog.com/ibaraki/A0801/A080101/8016730/,3.43,25,3100041,茨城県,水戸市,上水戸3-7-23,36.39200640058713,140.44999342204022,不明の為情報お待ちしております,月曜日(臨時休業あり)　※月曜日が祝日の場合は営業します。,常陸青柳駅,,https://www.facebook.com/ratomijirou
421,つけめん舎 一輝,https://tabelog.com/aichi/A2305/A230502/23007246/,3.65,203,4440206,愛知県,岡崎市,法性寺町字荒子54-2,34.929444511662005,137.14267876653008,0564-55-0112,月曜日,岡崎駅,http://tukemenshaikki.com/,
422,神勢。,https://tabelog.com/tokyo/A1310/A131004/13021646/,3.55,138,1130033,東京都,文京区,本郷3-39-9,35.70737485506357,139.76320392596617,03-3818-7300,不定休,本郷三丁目駅,http://kamise.ninja-web.net/,
423,ラーメンきずな,https://tabelog.com/okayama/A3301/A330101/33014159/,3.43,63,7000815,岡山県,岡山市北区,野田屋町1-2-16,34.66627392505289,133.92320909334123,不明の為情報お待ちしております,水曜日、第4木曜日,西川緑道公園駅,,https://twitter.com/ra_men_kizuna_
424,麺屋 あっ晴れ どまん中錦店,https://tabelog.com/aichi/A2301/A230103/23037414/,3.53,140,4600003,愛知県,名古屋市中区,錦3-19-2,35.170341791531364,136.9036136406255,052-962-2666,月曜日,栄駅（名古屋）,http://www.dcreate.co.jp/appare/,https://twitter.com/apparemania
425,らーめん勇,https://tabelog.com/kanagawa/A1405/A140501/14043831/,3.54,89,2100015,神奈川県,川崎市川崎区,南町8-9-4 サウスウイング川崎101,35.52549952758019,139.69622897321233,044-245-1182,無休,八丁畷駅,,
426,山勝 角ふじ 新松戸本店,https://tabelog.com/chiba/A1203/A120302/12002801/,3.38,71,2700034,千葉県,松戸市,新松戸3-420-2,35.821621938873946,139.91417640535082,047-343-8233,無（ただし年末年始のみ休みアリ。要問い合わせ）,幸谷駅,http://www.miyabikai.jp/index.html,
427,自家製太麺 ドカ盛 マッチョ 難波千日前店,https://tabelog.com/osaka/A2701/A270202/27051540/,3.52,210,5420073,大阪府,大阪市中央区,日本橋2丁目7-22,34.66378099615738,135.50546641292442,非公開,無（ただし年末年始のみ休みアリ。要問い合わせ）,難波駅（南海）,http://blog.livedoor.jp/macho1000/,
428,伊勢佐木家,https://tabelog.com/kanagawa/A1401/A140104/14058018/,3.22,36,2310045,神奈川県,横浜市中区,伊勢佐木町3-107,35.44197341009136,139.6296700132881,045-261-8080,年中無休,伊勢佐木長者町駅,http://32lime.com/archives/542#,
429,手打 手綱,https://tabelog.com/tochigi/A0905/A090501/9018215/,3.09,11,3250026,栃木県,那須塩原市,上厚崎374-2,36.96202418914432,140.02903074939945,不明の為情報お待ちしております,営業日はtwitterにてご確認ください。,黒磯駅,,https://twitter.com/taduna_tochigi
430,らーめん破顔おおびる,https://tabelog.com/tokyo/A1321/A132101/13116720/,3.46,68,1760006,東京都,練馬区,栄町4-3 ＹＫビル　１０２,35.73740476969218,139.6718576296346,不明の為情報お待ちしております,当面の間、月曜日と火曜日は休み(2020.1.12現在),江古田駅,http://ramenhagan.com/,
431,ゴル麺。 用田店,https://tabelog.com/kanagawa/A1404/A140405/14050230/,3.25,32,2520821,神奈川県,藤沢市,用田611-1,35.40412228947606,139.41324834093098,0466-52-6609,無休,門沢橋駅,http://www.golmen.jp/,
432,ラーメン 大 名古屋店,https://tabelog.com/aichi/A2301/A230102/23036662/,3.59,223,4600003,愛知県,名古屋市中区,錦2-9-6 名和丸の内ビル 1F,35.170974406910815,136.8981901730287,非公開,不定休,伏見駅,,
433,麺屋天狗 イオン戸畑店,https://tabelog.com/fukuoka/A4004/A400402/40021345/,3.07,14,8040067,福岡県,北九州市戸畑区,汐井町2-2 イオン戸畑ショッピングセンター 飲食店街内 1F,33.89562547842395,130.8197556502222,093-883-5686,戸畑サティ営業日に準ずる,戸畑駅,https://tengu-tobata.com/70284/,
434,麺と飯 トンじろ,https://tabelog.com/saitama/A1104/A110401/11054680/,3.03,4,3690112,埼玉県,鴻巣市,鎌塚1-11-2,36.10662489559309,139.45915107310208,048-598-3364,不定休,吹上駅,http://tonjiro.net/menu,
435,らーめん大 中野店,https://tabelog.com/tokyo/A1321/A132104/13139722/,3.19,65,1650026,東京都,中野区,新井2-10-9 窪寺工業ビル １Ｆ,35.71290700403451,139.66566454966863,03-3319-7718,年中無休,新井薬師前駅,http://www.food-ff.com/,
436,とぶよ～ラーメン,https://tabelog.com/tokyo/A1324/A132403/13222442/,3.04,10,1250062,東京都,葛飾区,青戸5-4-2,35.748545912708366,139.85322566519054,080-9662-5038,日曜営業,青砥駅,,
437,麺屋 武一  秋葉原店,https://tabelog.com/tokyo/A1310/A131001/13158800/,3.49,120,1010021,東京都,千代田区,外神田3-13-5,35.70074347715908,139.77093386709387,03-3251-6323,日,末広町駅,,
438,ラーメン むねや,https://tabelog.com/tokyo/A1312/A131204/13025943/,3.38,31,1240024,東京都,葛飾区,新小岩4-10-1,35.718329015137385,139.8617094074133,非公開,日曜、月曜、火曜、水曜,新小岩駅,,
438,ラーメン むねや,https://tabelog.com/tokyo/A1312/A131204/13025943/,3.38,31,1240024,東京都,葛飾区,新小岩4-10-1,35.718329015137385,139.8617094074133,非公開,日曜、月曜、火曜、水曜,新小岩駅,,
440,麺とび六方 茅野店,https://tabelog.com/nagano/A2004/A200403/20014821/,3.23,39,3910013,長野県,茅野市,宮川4236-2,35.98834745731799,138.15001579791598,0266-82-0777,無休,茅野駅,http://www.ryo-ga.com/shop/fc_roppou_chino.html,
441,ダントツラーメン 高松一番店,https://tabelog.com/kagawa/A3701/A370101/37004496/,3.47,75,7600024,香川県,高松市,兵庫町9-4 1F,34.346389208172575,134.04796540486257,不明の為情報お待ちしております,無休,高松築港駅,,
442,豚人なかまる 栗東店,https://tabelog.com/shiga/A2502/A250203/25004275/,3.45,95,5203045,滋賀県,栗東市,高野429-1 吉本ビル 1F,35.031122037151384,136.01745892339238,077-554-9300,月曜,手原駅,,
443,伝家 志木店,https://tabelog.com/saitama/A1103/A110302/11026527/,3.38,42,3530004,埼玉県,志木市,本町5-10-20,35.82681576136112,139.57641671712523,048-472-8650,月曜日,志木駅,http://dens.biz/denya/,https://www.facebook.com/伝家志木店-470187526344856/
444,鳳神角ふじ,https://tabelog.com/saitama/A1102/A110201/11036386/,3.31,20,3330801,埼玉県,川口市,東川口2-1-25,35.87593513862536,139.7461300831238,048-299-4629,火曜,東川口駅,http://ameblo.jp/menyakouji2/entry-11859280847.html,
445,あいすべきものすべてに 高井田店,https://tabelog.com/osaka/A2707/A270703/27100101/,3.62,86,5770066,大阪府,東大阪市,高井田本通7-2-6,34.6796281573009,135.56720388933448,不明の為情報お待ちしております,月曜　※祝日の場合は翌日,高井田中央駅,,https://twitter.com/aisubekitoaruhi
446,どてちん 習志野店,https://tabelog.com/chiba/A1202/A120204/12038445/,3.22,25,2740071,千葉県,船橋市,習志野5-6-38,35.695964638800916,140.0623913843258,047-403-6515,無休,実籾駅,http://m-aoyama.co.jp/,
447,烈士洵名 長野店,https://tabelog.com/nagano/A2001/A200101/20002351/,3.51,65,3810044,長野県,長野市,中越2-36-24,36.66508021313256,138.22161758227432,026-215-8957,月曜日（祝日だと翌日休み）,北長野駅,,
448,麺屋ガテン なんば心斎橋 総本店,https://tabelog.com/osaka/A2701/A270202/27070905/,3.53,167,5420086,大阪府,大阪市中央区,西心斎橋2-7-28 萬壽福ビル 1F,34.66964803203564,135.49891946429656,06-6213-2666,無し　（正月休みあり）,大阪難波駅,,https://www.facebook.com/menyagaten
449,麺屋 豚他,https://tabelog.com/aichi/A2301/A230112/23071984/,3.41,46,4670806,愛知県,名古屋市瑞穂区,瑞穂通7-10,35.12053157324285,136.93596491387552,不明の為情報お待ちしております,火曜日ディナータイム、水曜日、日曜日夜,新瑞橋駅,,https://twitter.com/menya_butahoka
450,らーめん たん二郎 ,https://tabelog.com/gunma/A1001/A100102/10021808/,3.35,25,3701207,群馬県,高崎市,綿貫町782-11,36.30263554758769,139.07466647982,027-386-5327,無休,北藤岡駅,,https://twitter.com/ramen_tanjiro
451,菜良,https://tabelog.com/kanagawa/A1404/A140406/14029180/,3.50,101,2530055,神奈川県,茅ヶ崎市,中海岸1-1-66,35.3278994851136,139.4061568837577,非公開,月曜、火曜、日曜夜営業,茅ケ崎駅,,https://twitter.com/chigasaki_sara
452,自家製麺キリンジ,https://tabelog.com/miyagi/A0401/A040101/4001630/,3.51,95,9800802,宮城県,仙台市青葉区,二日町15-15 第２石原ビル　１Ｆ,38.27091047579302,140.86598181051784,非公開,木曜日,北四番丁駅,http://jikaseimenkirinji.com,
453,麺屋 元,https://tabelog.com/ibaraki/A0803/A080302/8017152/,3.41,35,3001221,茨城県,牛久市,牛久町1058-1,35.96012966550361,140.13919050747148,029-875-8290,木曜日,牛久駅,http://menya-gen.com/,
454,恵比寿ブタメン,https://tabelog.com/chiba/A1205/A120503/12027907/,3.53,87,2993251,千葉県,大網白里市,大網464-3,35.52407016767696,140.32842486855174,不明の為情報お待ちしております,無休,大網駅,http://www.ebisubutamen.com,
455,にぼ神 角ふじ,https://tabelog.com/gunma/A1001/A100101/10013835/,3.36,33,3792162,群馬県,前橋市,小島田町27-3,36.36692143261307,139.13732164980857,027-289-6063,年中無休,駒形駅,,
456,日本一馬鹿豚 高崎店,https://tabelog.com/gunma/A1001/A100102/10015434/,3.31,39,3700042,群馬県,高崎市,貝沢町1320-1,36.33946660895561,139.02700651998333,027-388-1198,年中無休,高崎問屋町駅,,
457,優勝軒 狭山店,https://tabelog.com/saitama/A1106/A110602/11050374/,3.01,7,3501323,埼玉県,狭山市,鵜ノ木14-4,35.85024982430266,139.3959220171333,0429-53-5066,年中無休,稲荷山公園駅,https://yushoken.com/shoppost/shoppost-1366/,https://twitter.com/https://twitter.com/CvAq7LHhvxT08b6?t=tvi0cS1ZkKWKVcmAsFNzqQ&s=09
458,ジャンクガレッジ 志木南口店 ,https://tabelog.com/saitama/A1103/A110302/11052000/,3.03,14,3520001,埼玉県,新座市,東北1-14-1 志幸ビル 1F,35.82247254809159,139.57259751205706,不明の為情報お待ちしております,日曜営業,志木駅,,
459,太一商店 小山店,https://tabelog.com/kumamoto/A4301/A430101/43005083/,3.37,61,8618045,熊本県,熊本市東区,小山3丁目4-18,32.826289047525385,130.78941184891536,096-388-4155,なし,武蔵塚駅,https://taichi-shouten.com,https://www.facebook.com/taichi.syouten
460,池田屋 一乗寺店,https://tabelog.com/kyoto/A2601/A260303/26017677/,3.60,125,6068106,京都府,京都市左京区,高野玉岡町33-9,35.04528479572799,135.78503063001466,非公開,木曜（ただし臨時休業の場合twitterで告知）,一乗寺駅,,https://www.facebook.com/らーめん池田屋-一乗寺店-462487317155487/
461,中華そば 中村屋,https://tabelog.com/gifu/A2101/A210104/21000366/,3.59,196,5030865,岐阜県,大垣市,寺内町2-58-1,35.35511591023021,136.6169850488742,0584-73-3558,無休,大垣駅,,
462,ラーメン軍団 歴史を刻め 天理街道店,https://tabelog.com/nara/A2904/A290401/29012329/,3.35,33,6320046,奈良県,天理市,三昧田町136-3,34.58253104557273,135.83770478368012,0743-86-4203,月曜日,長柄駅,,https://twitter.com/rekishi_tenri
462,ラーメン軍団 歴史を刻め 天理街道店,https://tabelog.com/nara/A2904/A290401/29012329/,3.35,33,6320046,奈良県,天理市,三昧田町136-3,34.58253104557273,135.83770478368012,0743-86-4203,月曜日,長柄駅,,https://twitter.com/rekishi_tenri
464,ラーメン金子,https://tabelog.com/yamagata/A0601/A060101/6009601/,3.54,44,9902332,山形県,山形市,飯田5-5-36,38.211806756319106,140.32292824341906,不明の為情報お待ちしております,日曜、祝日、不定休,蔵王駅,,https://twitter.com/@ramen_kaneko
465,極肉麺 たいし,https://tabelog.com/aomori/A0203/A020301/2010573/,3.14,17,0310071,青森県,八戸市,沼館2-11-20,40.52471694880825,141.48856855761974,不明の為情報お待ちしております,月曜日,本八戸駅,https://gokunikumen.com/,https://www.facebook.com/gokunikumen/
466,麺ハチイチ/81 NOODLE BAR,https://tabelog.com/tokyo/A1320/A132001/13224712/,3.26,34,1800004,東京都,武蔵野市,吉祥寺本町2-21-10 モミジ第三ビル１階,35.70324693864136,139.57588478474034,050-1428-8861,月曜日(詳しくはフェイスブックをご覧になって下さい。) ,吉祥寺駅,,https://www.facebook.com/m8181n/
466,麺ハチイチ/81 NOODLE BAR,https://tabelog.com/tokyo/A1320/A132001/13224712/,3.26,34,1800004,東京都,武蔵野市,吉祥寺本町2-21-10 モミジ第三ビル１階,35.70324693864136,139.57588478474034,050-1428-8861,月曜日(詳しくはフェイスブックをご覧になって下さい。) ,吉祥寺駅,,https://www.facebook.com/m8181n/
468,青森大勝軒,https://tabelog.com/aomori/A0201/A020101/2007387/,3.41,42,0300904,青森県,青森市,茶屋町32-15,40.828206906828335,140.76833773281763,017-763-0567,年中無休,東青森駅,http://u111u.info/jXAc,
469,長田うどん,https://tabelog.com/kagawa/A3703/A370302/37000005/,3.73,245,7660023,香川県,仲多度郡まんのう町,吉野1290-1,34.18514674049432,133.85758780626637,0877-79-2171,木曜・第3金曜,榎井駅,http://nagataudon.com/,https://www.facebook.com/長田うどん-1580189382195866/
470,大勝軒満帆 籠原店,https://tabelog.com/saitama/A1105/A110501/11024228/,3.29,17,3600856,埼玉県,熊谷市,別府1-15,36.180673114356246,139.333526430234,048-531-2833,2011年６月より木曜日になります。,籠原駅,,
471,大虎,https://tabelog.com/chiba/A1202/A120204/12029421/,3.23,27,2750011,千葉県,習志野市,大久保1-18-12,35.687212550841345,140.04851671463334,非公開,11:00～15:00<br>17:00～23:00</br>,京成大久保駅,,
